Width,Length,Bedrooms,Bathrooms,District,Province,Price
2.0,10.0,4,3,cau giay,ha noi,4200000000
2.0,10.0,3,3,ha dong,ha noi,1650000000
2.0,10.0,6,4,cau giay,ha noi,4100000000
2.0,10.0,5,3,cau giay,ha noi,4050000000
2.0,10.0,3,3,cau giay,ha noi,1200000000
2.0,10.0,3,3,bac tu liem,ha noi,2680000000
2.0,10.0,3,3,cau giay,ha noi,3400000000
2.0,10.0,4,3,hoang mai,ha noi,4400000000
2.0,10.0,6,4,hoang mai,ha noi,2950000000
3.3,6.0,3,3,ba dinh,ha noi,3200000000
2.0,10.0,4,3,cau giay,ha noi,2600000000
2.0,10.0,3,3,bac tu liem,ha noi,1890000000
2.0,10.0,3,3,cau giay,ha noi,3800000000
2.0,10.0,4,3,dong da,ha noi,3300000000
2.4,8.45,2,1,ninh kieu,can tho,1250000000
2.0,10.0,2,3,cau giay,ha noi,2200000000
2.0,10.0,3,3,ba dinh,ha noi,1500000000
2.0,10.0,2,2,bac tu liem,ha noi,2200000000
2.0,10.0,3,3,cau giay,ha noi,2500000000
2.0,10.0,5,4,dong da,ha noi,5400000000
2.0,10.0,4,3,ha dong,ha noi,1850000000
2.0,10.0,3,3,cau giay,ha noi,2300000000
2.0,10.0,3,3,thanh xuan,ha noi,2500000000
2.0,10.0,2,2,hoan kiem,ha noi,2250000000
2.0,10.0,4,4,hai ba trung,ha noi,2800000000
2.0,10.0,3,3,ba dinh,ha noi,1600000000
2.0,10.0,3,3,ba dinh,ha noi,1050000000
2.0,10.0,4,4,cau giay,ha noi,6000000000
2.0,10.0,3,4,bac tu liem,ha noi,2450000000
2.0,10.0,3,4,cau giay,ha noi,2150000000
4.0,5.0,2,3,quan 10,tp ho chi minh,2750000000
2.0,10.0,3,4,cau giay,ha noi,2830000000
2.0,10.0,3,3,cau giay,ha noi,4500000000
4.0,5.0,2,2,ba dinh,ha noi,2300000000
2.0,10.0,5,4,ba dinh,ha noi,5700000000
3.3,6.0,2,2,quan 3,tp ho chi minh,3200000000
2.0,10.0,2,3,hai ba trung,ha noi,1650000000
2.0,10.0,3,3,ba dinh,ha noi,4300000000
2.0,10.0,1,2,ha dong,ha noi,1350000000
2.0,10.0,3,4,cau giay,ha noi,2350000000
2.0,10.0,5,5,cau giay,ha noi,3100000000
2.0,10.0,3,3,hai ba trung,ha noi,2300000000
4.0,5.0,3,4,ba dinh,ha noi,2000000000
2.0,10.0,6,4,ba dinh,ha noi,3900000000
2.0,10.0,5,4,ba dinh,ha noi,3550000000
2.0,10.0,3,4,thanh xuan,ha noi,2150000000
2.0,10.0,4,3,ha dong,ha noi,2600000000
2.0,10.0,3,4,cau giay,ha noi,3950000000
2.0,10.0,4,3,ha dong,ha noi,1220000000
3.3,6.0,3,3,binh thanh,tp ho chi minh,4500000000
2.0,10.2,2,2,quan 12,tp ho chi minh,810000000
2.0,10.0,2,3,cau giay,ha noi,2550000000
2.0,10.0,3,4,cau giay,ha noi,3150000000
2.0,10.0,5,4,cau giay,ha noi,4000000000
2.0,10.0,17,3,thanh xuan,ha noi,5600000000
2.0,10.0,3,2,cau giay,ha noi,2500000000
2.0,10.0,3,4,cau giay,ha noi,2400000000
2.0,10.0,3,3,ha dong,ha noi,2680000000
2.0,10.0,3,3,thanh xuan,ha noi,3500000000
2.0,10.0,4,3,dong da,ha noi,3800000000
3.3,6.0,4,3,quan 10,tp ho chi minh,3400000000
2.0,10.0,6,4,cau giay,ha noi,6300000000
2.0,10.0,3,3,ba dinh,ha noi,3400000000
2.0,10.0,2,2,ba dinh,ha noi,3880000000
2.0,10.0,4,3,cau giay,ha noi,3150000000
2.0,10.0,5,4,ba dinh,ha noi,4200000000
2.0,10.0,4,3,nam tu liem,ha noi,2000000000
2.0,10.0,3,3,cau giay,ha noi,2800000000
2.0,10.0,3,3,dong da,ha noi,3400000000
2.0,10.0,3,4,bac tu liem,ha noi,4000000000
2.0,10.0,3,4,cau giay,ha noi,4600000000
4.0,5.0,2,1,quan 12,tp ho chi minh,839000000
2.0,10.0,2,1,thanh tri,ha noi,390000000
2.0,10.0,3,3,cau giay,ha noi,6200000000
2.0,10.0,3,4,nam tu liem,ha noi,1950000000
2.0,10.0,5,3,dong da,ha noi,4100000000
2.0,10.0,4,4,thanh xuan,ha noi,2650000000
4.0,5.0,3,3,quan 7,tp ho chi minh,1650000000
2.0,10.0,2,3,dong da,ha noi,2400000000
2.0,10.0,3,2,cau giay,ha noi,3700000000
2.0,10.0,5,4,bac tu liem,ha noi,2670000000
4.0,5.0,2,2,quan 10,tp ho chi minh,2550000000
2.0,10.0,4,4,ha dong,ha noi,2150000000
2.0,10.0,3,3,ha dong,ha noi,2250000000
2.0,10.0,3,2,bac tu liem,ha noi,2850000000
2.0,10.0,4,3,hai ba trung,ha noi,3950000000
3.9,5.2,3,2,quan 10,tp ho chi minh,4700000000
4.0,5.0,2,2,quan 10,tp ho chi minh,2900000000
2.0,10.0,3,4,bac tu liem,ha noi,2420000000
2.0,10.0,4,3,ha dong,ha noi,1550000000
5.0,4.0,3,3,quan 1,tp ho chi minh,3100000000
2.0,10.0,3,3,ba dinh,ha noi,3500000000
2.0,10.0,3,4,bac tu liem,ha noi,2370000000
2.0,10.0,3,4,ha dong,ha noi,1900000000
2.0,10.0,5,4,bac tu liem,ha noi,2730000000
2.0,10.0,4,3,cau giay,ha noi,4100000000
2.0,10.0,3,3,thanh tri,ha noi,1450000000
2.0,10.0,2,3,hai ba trung,ha noi,4920000000
2.0,10.0,6,4,cau giay,ha noi,4500000000
2.0,10.0,3,3,cau giay,ha noi,3800000000
2.0,10.0,3,4,cau giay,ha noi,3700000000
2.0,10.0,5,4,bac tu liem,ha noi,3800000000
4.0,5.0,3,3,quan 10,tp ho chi minh,2900000000
2.0,10.0,4,3,hoang mai,ha noi,2700000000
2.0,10.0,3,3,thanh xuan,ha noi,4400000000
2.0,10.0,3,4,bac tu liem,ha noi,2600000000
2.0,10.0,3,3,cau giay,ha noi,2200000000
2.0,10.0,1,1,ba dinh,ha noi,1300000000
2.0,10.0,3,3,thanh xuan,ha noi,4100000000
2.0,10.0,5,4,nam tu liem,ha noi,3300000000
5.3,3.7,1,1,hai ba trung,ha noi,1650000000
2.0,10.0,3,3,ha dong,ha noi,1700000000
2.0,10.0,4,3,ha dong,ha noi,1300000000
2.0,10.0,3,3,hoang mai,ha noi,2750000000
2.0,10.0,22,3,ha dong,ha noi,6600000000
2.0,10.0,4,4,cau giay,ha noi,4450000000
2.0,10.0,2,3,cau giay,ha noi,3300000000
2.0,10.0,3,4,bac tu liem,ha noi,2200000000
2.0,10.0,4,4,cau giay,ha noi,2950000000
2.0,10.0,4,3,ha dong,ha noi,2300000000
2.0,10.0,3,4,cau giay,ha noi,2580000000
2.0,10.0,3,4,cau giay,ha noi,2500000000
2.0,10.0,2,2,ba dinh,ha noi,1720000000
2.0,10.0,5,4,cau giay,ha noi,3400000000
2.0,10.0,3,4,ba dinh,ha noi,4900000000
2.0,10.0,3,3,ha dong,ha noi,1750000000
2.0,10.0,3,3,ba dinh,ha noi,3350000000
2.0,10.0,3,4,ba dinh,ha noi,3400000000
2.0,10.0,5,3,cau giay,ha noi,4200000000
2.0,10.0,4,4,bac tu liem,ha noi,2650000000
2.0,10.0,3,2,ha dong,ha noi,1320000000
2.0,10.0,3,3,ha dong,ha noi,2750000000
5.0,4.0,2,2,ba dinh,ha noi,1800000000
2.0,10.0,2,2,cau giay,ha noi,2500000000
5.0,4.0,2,1,phu nhuan,tp ho chi minh,2100000000
2.0,10.0,3,4,cau giay,ha noi,3850000000
2.0,10.0,3,3,hai ba trung,ha noi,1500000000
2.0,10.0,3,4,ba dinh,ha noi,3600000000
2.0,10.0,5,5,dong da,ha noi,5500000000
2.0,10.0,3,3,hoang mai,ha noi,3050000000
2.0,10.0,4,3,cau giay,ha noi,4000000000
2.0,10.0,3,3,ha dong,ha noi,1200000000
2.0,10.0,3,3,dong da,ha noi,2550000000
2.0,10.0,2,1,ba dinh,ha noi,950000000
2.0,10.0,3,4,ba dinh,ha noi,2800000000
2.0,10.0,3,4,cau giay,ha noi,3820000000
2.0,10.0,3,2,ba dinh,ha noi,4250000000
2.0,10.0,3,2,thanh xuan,ha noi,3850000000
2.0,10.0,3,3,ba dinh,ha noi,3200000000
2.0,10.0,3,4,cau giay,ha noi,2950000000
2.0,10.0,4,3,ba dinh,ha noi,3850000000
2.0,10.0,4,3,ha dong,ha noi,2850000000
2.0,10.0,3,2,hai ba trung,ha noi,2050000000
2.0,10.0,4,4,dong da,ha noi,2700000000
2.0,10.0,2,2,ba dinh,ha noi,1350000000
2.0,10.0,4,5,dong da,ha noi,3700000000
2.0,10.0,4,4,cau giay,ha noi,4100000000
5.0,4.0,3,3,quan 1,tp ho chi minh,2800000000
2.0,10.0,4,3,cau giay,ha noi,3850000000
2.0,10.0,2,3,ba dinh,ha noi,2300000000
2.0,10.0,3,3,hoang mai,ha noi,5750000000
2.0,10.0,3,4,cau giay,ha noi,3750000000
2.0,10.0,6,4,hai ba trung,ha noi,3000000000
2.0,10.0,3,3,cau giay,ha noi,4750000000
2.0,10.0,2,2,ba dinh,ha noi,2000000000
2.0,10.0,4,3,hai ba trung,ha noi,2950000000
2.0,10.0,3,3,cau giay,ha noi,2130000000
2.0,10.0,6,4,ba dinh,ha noi,5500000000
2.0,10.0,4,4,ba dinh,ha noi,3700000000
2.0,10.0,2,2,ba dinh,ha noi,3100000000
2.0,10.0,3,4,bac tu liem,ha noi,2300000000
2.0,10.0,4,3,ha dong,ha noi,2700000000
2.0,10.0,3,1,ba dinh,ha noi,1050000000
2.0,10.0,4,3,ha dong,ha noi,1450000000
4.0,5.0,2,3,quan 7,tp ho chi minh,1080000000
2.0,10.0,4,4,bac tu liem,ha noi,3000000000
2.0,10.0,5,4,bac tu liem,ha noi,2700000000
2.0,10.0,5,4,cau giay,ha noi,3900000000
2.0,10.0,3,4,bac tu liem,ha noi,2400000000
2.0,10.0,3,3,hai ba trung,ha noi,4600000000
3.4,6.0,3,3,cau giay,ha noi,7000000000
2.0,10.0,3,3,cau giay,ha noi,3850000000
2.0,10.0,3,2,cau giay,ha noi,2560000000
2.0,10.0,9,9,ha dong,ha noi,3800000000
2.0,10.0,4,4,dong da,ha noi,3800000000
2.0,10.0,3,2,cau giay,ha noi,4400000000
2.0,10.0,4,3,cau giay,ha noi,4200000000
4.0,5.0,3,3,dong da,ha noi,1750000000
2.0,10.0,4,3,thanh tri,ha noi,2050000000
2.0,10.0,3,3,hoang mai,ha noi,2700000000
2.0,10.0,4,3,cau giay,ha noi,4150000000
2.0,10.0,4,4,thanh xuan,ha noi,2150000000
2.0,10.0,3,4,bac tu liem,ha noi,2550000000
2.0,10.0,4,3,ha dong,ha noi,1400000000
2.0,10.0,3,3,ba dinh,ha noi,2150000000
2.0,10.0,6,4,cau giay,ha noi,4200000000
2.0,10.0,4,3,cau giay,ha noi,5500000000
2.0,10.0,3,3,cau giay,ha noi,3700000000
2.0,10.0,4,4,ha dong,ha noi,1950000000
2.0,10.0,3,2,ba dinh,ha noi,1650000000
2.0,10.0,3,4,bac tu liem,ha noi,3150000000
2.0,10.0,3,3,thanh tri,ha noi,1320000000
2.0,10.0,11,3,thanh xuan,ha noi,4300000000
2.0,10.0,6,4,cau giay,ha noi,5000000000
2.0,10.0,3,3,cau giay,ha noi,3600000000
2.0,10.0,2,3,hoan kiem,ha noi,2800000000
2.0,10.0,4,3,ba dinh,ha noi,7700000000
2.0,10.0,4,3,cau giay,ha noi,4250000000
2.0,10.0,3,4,bac tu liem,ha noi,2460000000
4.0,5.0,2,3,nha be,tp ho chi minh,1600000000
2.0,10.0,4,3,thanh tri,ha noi,2100000000
2.0,10.0,5,5,ba dinh,ha noi,3850000000
2.0,10.0,4,4,bac tu liem,ha noi,2400000000
2.0,10.0,4,4,ha dong,ha noi,1250000000
2.0,10.0,3,2,ba dinh,ha noi,4300000000
2.0,10.0,2,2,ha dong,ha noi,1600000000
2.0,10.0,4,3,dong da,ha noi,3500000000
2.0,10.0,2,2,ba dinh,ha noi,2050000000
2.0,10.0,4,4,cau giay,ha noi,4600000000
4.0,5.0,3,4,binh tan,tp ho chi minh,1790000000
2.0,10.0,3,3,dong da,ha noi,3650000000
2.0,10.0,2,3,ba dinh,ha noi,2950000000
2.0,10.0,3,3,cau giay,ha noi,2400000000
2.0,10.0,3,4,ba dinh,ha noi,2950000000
2.0,10.0,4,3,bac tu liem,ha noi,2700000000
2.0,10.0,3,3,ba dinh,ha noi,2230000000
2.0,10.0,3,4,ha dong,ha noi,1400000000
2.0,10.0,6,4,bac tu liem,ha noi,2800000000
2.0,10.0,3,3,dong da,ha noi,4400000000
4.0,5.0,1,2,quan 12,tp ho chi minh,810000000
2.0,10.0,3,4,cau giay,ha noi,3250000000
2.0,10.0,3,4,ha dong,ha noi,2750000000
2.0,10.0,4,4,ha dong,ha noi,2900000000
2.0,10.0,1,1,ha dong,ha noi,1300000000
2.0,10.0,2,2,ba dinh,ha noi,3800000000
2.0,10.0,3,3,ha dong,ha noi,1930000000
2.0,10.0,1,1,ha dong,ha noi,720000000
2.0,10.0,3,3,bac tu liem,ha noi,1970000000
2.0,10.0,4,4,hai ba trung,ha noi,4700000000
2.0,10.0,2,2,ba dinh,ha noi,2900000000
2.0,10.0,4,3,cau giay,ha noi,4400000000
4.0,5.0,3,3,ba dinh,ha noi,2700000000
2.0,10.0,4,3,ha dong,ha noi,2250000000
2.0,10.0,2,3,bac tu liem,ha noi,2260000000
2.0,10.0,4,5,cau giay,ha noi,2900000000
2.0,10.0,3,3,ba dinh,ha noi,3300000000
2.0,10.0,5,4,cau giay,ha noi,4100000000
2.0,10.0,5,4,ba dinh,ha noi,5200000000
2.0,10.0,3,4,cau giay,ha noi,3100000000
2.0,10.0,2,2,ba dinh,ha noi,2500000000
2.0,10.0,3,3,ba dinh,ha noi,3850000000
2.0,10.0,6,4,ba dinh,ha noi,4800000000
2.0,10.0,3,4,cau giay,ha noi,4250000000
2.0,10.0,5,5,ba dinh,ha noi,3800000000
2.0,10.0,2,2,hai ba trung,ha noi,1650000000
4.0,5.0,3,2,tay ho,ha noi,2050000000
4.0,5.0,5,5,ba dinh,ha noi,6500000000
2.0,10.0,2,3,cau giay,ha noi,2500000000
2.0,10.0,4,4,hoang mai,ha noi,4200000000
2.0,10.0,4,4,dong da,ha noi,4600000000
2.0,10.0,4,3,bac tu liem,ha noi,2400000000
2.0,10.0,3,3,bac tu liem,ha noi,2500000000
2.0,10.0,3,3,ba dinh,ha noi,3020000000
2.0,10.0,3,2,ha dong,ha noi,1550000000
4.0,5.0,2,2,hoan kiem,ha noi,3000000000
2.0,10.0,5,3,thanh xuan,ha noi,3200000000
2.0,10.0,6,4,cau giay,ha noi,4000000000
2.0,10.0,3,4,cau giay,ha noi,3050000000
2.0,10.0,9,5,thanh xuan,ha noi,3700000000
2.0,10.0,3,3,nam tu liem,ha noi,1950000000
2.0,10.0,4,3,ha dong,ha noi,1090000000
2.0,10.0,3,4,cau giay,ha noi,4200000000
2.0,10.0,3,4,cau giay,ha noi,3900000000
4.0,5.0,3,3,phu nhuan,tp ho chi minh,3990000000
2.0,10.0,3,3,dong da,ha noi,1500000000
4.0,5.0,1,1,quan 12,tp ho chi minh,660000000
4.2,4.7,3,2,tay ho,ha noi,3200000000
4.0,5.0,3,3,hoan kiem,ha noi,12000000000
2.0,10.0,4,3,cau giay,ha noi,7200000000
2.0,10.0,3,4,ba dinh,ha noi,3100000000
2.0,10.0,3,4,cau giay,ha noi,3000000000
2.0,10.0,3,3,dong da,ha noi,3850000000
4.0,5.0,3,2,thu duc,tp ho chi minh,4600000000
2.0,10.0,6,4,ba dinh,ha noi,5800000000
2.0,10.0,4,4,ba dinh,ha noi,4350000000
2.0,10.0,4,5,ba dinh,ha noi,3000000000
4.0,5.0,2,2,ba dinh,ha noi,2200000000
2.0,10.0,3,3,ba dinh,ha noi,2900000000
2.0,10.0,4,4,cau giay,ha noi,3700000000
2.0,10.0,3,3,cau giay,ha noi,3000000000
2.0,10.0,3,3,cau giay,ha noi,3900000000
2.0,10.0,3,3,ba dinh,ha noi,6000000000
2.0,10.0,3,3,hai ba trung,ha noi,2150000000
2.0,10.0,2,3,dong da,ha noi,2850000000
2.0,10.0,6,5,cau giay,ha noi,5520000000
4.0,5.0,2,2,ba dinh,ha noi,1800000000
4.0,5.0,3,3,ba dinh,ha noi,2400000000
2.0,10.0,4,4,cau giay,ha noi,3900000000
2.0,10.0,3,4,ba dinh,ha noi,2850000000
2.0,10.0,4,3,ha dong,ha noi,1600000000
4.0,5.0,3,3,quan 5,tp ho chi minh,3000000000
2.0,10.0,3,3,ba dinh,ha noi,2100000000
2.0,10.0,3,3,thanh xuan,ha noi,2900000000
2.0,10.0,5,5,cau giay,ha noi,5000000000
2.0,10.0,3,2,ba dinh,ha noi,1750000000
2.0,10.0,2,1,ba dinh,ha noi,1750000000
2.0,10.0,3,4,ha dong,ha noi,1130000000
2.0,10.0,4,3,ha dong,ha noi,2200000000
2.0,10.0,9,9,ha dong,ha noi,3700000000
2.0,10.0,3,4,dong da,ha noi,3600000000
2.0,10.0,3,3,ba dinh,ha noi,2350000000
2.0,10.0,3,4,bac tu liem,ha noi,2340000000
2.0,10.0,3,4,cau giay,ha noi,2250000000
2.0,10.0,4,3,cau giay,ha noi,3000000000
3.0,6.5,1,3,binh thanh,tp ho chi minh,2150000000
4.0,5.0,3,3,quan 10,tp ho chi minh,4200000000
4.0,5.0,3,3,quan 10,tp ho chi minh,2900000000
2.0,10.0,3,3,ba dinh,ha noi,2050000000
2.0,10.0,4,3,hoang mai,ha noi,3500000000
2.0,10.0,4,3,cau giay,ha noi,5300000000
2.0,10.0,3,3,dong da,ha noi,2700000000
2.0,10.0,3,4,thanh xuan,ha noi,3000000000
2.0,10.0,3,4,bac tu liem,ha noi,2250000000
2.0,10.0,3,3,ba dinh,ha noi,2500000000
2.0,10.0,2,3,ba dinh,ha noi,2900000000
2.0,10.0,3,4,ha dong,ha noi,1570000000
2.0,10.0,5,4,bac tu liem,ha noi,4700000000
2.0,10.0,3,4,ba dinh,ha noi,4690000000
2.0,10.0,4,3,dong da,ha noi,5500000000
2.0,10.0,4,3,ha dong,ha noi,2150000000
2.0,10.0,2,3,ba dinh,ha noi,1620000000
2.0,10.0,4,3,ha dong,ha noi,1950000000
2.0,10.0,2,2,ba dinh,ha noi,1700000000
2.0,10.0,3,4,cau giay,ha noi,4650000000
4.0,5.0,3,3,quan 7,tp ho chi minh,2400000000
2.0,10.0,5,4,bac tu liem,ha noi,2740000000
2.0,10.0,4,3,thanh xuan,ha noi,2900000000
2.0,10.0,3,3,ba dinh,ha noi,1450000000
4.0,5.0,3,3,phu nhuan,tp ho chi minh,3870000000
2.0,10.0,3,4,ba dinh,ha noi,3900000000
4.0,5.0,1,1,hoc mon,tp ho chi minh,550000000
2.0,10.0,3,2,ba dinh,ha noi,3500000000
2.0,10.0,9,8,dong da,ha noi,4800000000
2.0,10.0,4,3,cau giay,ha noi,3500000000
3.0,6.5,2,2,hoan kiem,ha noi,2100000000
2.0,10.0,2,2,hai ba trung,ha noi,2550000000
2.8,7.0,3,3,dong da,ha noi,2300000000
2.0,10.0,2,3,ba dinh,ha noi,2200000000
2.0,10.0,4,3,cau giay,ha noi,7500000000
4.0,5.0,2,3,quan 11,tp ho chi minh,2980000000
2.0,10.0,2,1,dong da,ha noi,6800000000
2.0,10.0,5,4,cau giay,ha noi,4400000000
2.0,10.0,2,3,ba dinh,ha noi,1700000000
2.0,10.0,4,5,thanh xuan,ha noi,2350000000
4.0,5.0,2,2,hai ba trung,ha noi,1650000000
2.0,10.0,3,3,ba dinh,ha noi,4000000000
2.0,10.0,3,4,bac tu liem,ha noi,4100000000
2.0,10.0,3,3,thanh tri,ha noi,2050000000
2.0,10.0,3,3,bac tu liem,ha noi,2000000000
4.0,5.0,2,2,quan 7,tp ho chi minh,1080000000
2.0,10.0,3,3,ha dong,ha noi,1780000000
2.0,10.0,3,3,ha dong,ha noi,1600000000
2.0,10.0,3,3,ba dinh,ha noi,2550000000
2.0,10.0,2,2,ba dinh,ha noi,2880000000
2.0,10.0,4,3,ha dong,ha noi,22150000000
2.0,10.0,6,3,thanh xuan,ha noi,4290000000
2.0,10.0,4,3,cau giay,ha noi,5200000000
2.0,10.0,4,3,thanh xuan,ha noi,3500000000
2.0,10.0,2,2,ba dinh,ha noi,4500000000
3.4,6.0,3,3,dong da,ha noi,2950000000
2.0,10.0,2,3,bac tu liem,ha noi,2650000000
2.0,10.0,2,3,ba dinh,ha noi,1300000000
4.0,5.0,2,2,nha be,tp ho chi minh,850000000
2.0,10.0,2,2,cau giay,ha noi,3300000000
2.0,10.0,3,3,ba dinh,ha noi,2450000000
2.0,10.0,4,5,cau giay,ha noi,3150000000
2.0,10.0,3,4,ba dinh,ha noi,2700000000
2.0,10.0,8,8,ha dong,ha noi,3700000000
2.0,10.0,1,3,ha dong,ha noi,1850000000
2.0,10.0,4,3,ha dong,ha noi,1720000000
2.0,10.0,4,3,nam tu liem,ha noi,1990000000
2.0,10.0,4,3,cau giay,ha noi,2900000000
2.0,10.0,3,3,ba dinh,ha noi,8400000000
4.0,5.0,2,2,go vap,tp ho chi minh,2400000000
2.0,10.0,25,3,thanh xuan,ha noi,9800000000
2.0,10.0,1,1,cau giay,ha noi,600000000
2.0,10.0,5,4,bac tu liem,ha noi,2620000000
2.0,10.0,3,4,bac tu liem,ha noi,2380000000
2.0,10.0,2,2,cau giay,ha noi,580000000
2.0,10.0,11,3,cau giay,ha noi,7300000000
2.0,10.0,3,3,hai ba trung,ha noi,6100000000
2.0,10.0,2,1,ba dinh,ha noi,1500000000
2.0,10.0,4,4,thanh xuan,ha noi,2500000000
2.0,10.0,4,4,ba dinh,ha noi,4600000000
2.0,10.0,2,1,cau giay,ha noi,600000000
2.0,10.0,4,4,cau giay,ha noi,3250000000
3.2,6.4,2,2,go vap,tp ho chi minh,2230000000
2.0,10.0,3,4,ba dinh,ha noi,4750000000
4.0,5.0,3,3,quan 10,tp ho chi minh,4300000000
2.0,10.0,3,4,bac tu liem,ha noi,2350000000
2.0,10.0,4,3,ha dong,ha noi,1930000000
2.0,10.0,4,4,ha dong,ha noi,2100000000
2.0,10.0,4,3,nam tu liem,ha noi,2050000000
2.5,8.0,2,2,quan 10,tp ho chi minh,2900000000
2.0,10.0,5,4,cau giay,ha noi,4580000000
2.0,10.0,2,2,ba dinh,ha noi,3900000000
2.0,10.0,3,3,ha dong,ha noi,1950000000
2.0,10.0,5,5,cau giay,ha noi,5500000000
2.0,10.0,2,2,hai ba trung,ha noi,3800000000
2.0,10.0,4,3,ha dong,ha noi,1250000000
2.0,10.0,5,4,bac tu liem,ha noi,2600000000
2.0,10.0,3,3,bac tu liem,ha noi,2630000000
2.0,10.0,4,2,cau giay,ha noi,7000000000
2.0,10.0,3,3,cau giay,ha noi,5800000000
2.0,10.0,4,2,ha dong,ha noi,1550000000
2.0,10.0,4,4,ha dong,ha noi,1220000000
2.0,10.0,3,3,cau giay,ha noi,2830000000
5.0,4.0,2,2,ba dinh,ha noi,2450000000
2.0,10.0,1,2,bac tu liem,ha noi,2150000000
4.0,5.0,2,1,tay ho,ha noi,2300000000
2.0,10.0,3,3,nam tu liem,ha noi,2225000000
2.0,10.0,3,4,cau giay,ha noi,4800000000
2.0,10.0,2,2,cau giay,ha noi,1750000000
2.0,10.0,2,3,ba dinh,ha noi,3400000000
2.0,10.0,2,2,cau giay,ha noi,2550000000
3.0,6.5,4,4,quan 7,tp ho chi minh,2500000000
2.0,10.0,5,4,cau giay,ha noi,4600000000
2.0,10.0,6,4,ba dinh,ha noi,4300000000
2.0,10.0,1,4,cau giay,ha noi,3100000000
2.0,10.0,3,3,bac tu liem,ha noi,2210000000
2.0,10.0,3,3,ha dong,ha noi,1500000000
2.0,10.0,4,3,ha dong,ha noi,1570000000
2.0,10.0,4,4,bac tu liem,ha noi,2700000000
2.0,10.0,6,4,cau giay,ha noi,2500000000
2.0,10.0,2,2,ba dinh,ha noi,2850000000
2.0,10.0,3,4,ha dong,ha noi,1700000000
2.0,10.0,3,3,cau giay,ha noi,3700000000
2.0,10.0,3,4,cau giay,ha noi,2700000000
4.0,5.0,3,4,hoang mai,ha noi,1600000000
2.0,10.0,4,4,ha dong,ha noi,1280000000
2.0,10.0,3,3,cau giay,ha noi,3200000000
2.0,10.0,6,4,cau giay,ha noi,3750000000
2.0,10.0,3,3,cau giay,ha noi,1600000000
2.0,10.0,3,3,ba dinh,ha noi,3200000000
2.0,10.0,4,3,ha dong,ha noi,1650000000
2.0,10.0,4,3,hoang mai,ha noi,2100000000
4.0,5.0,3,3,di an,binh duong,4350000000
2.0,10.0,3,3,hai ba trung,ha noi,2350000000
2.0,10.0,4,4,ha dong,ha noi,2400000000
2.0,10.0,5,4,cau giay,ha noi,4150000000
2.0,10.0,3,4,dong da,ha noi,5500000000
2.0,10.0,3,3,ha dong,ha noi,2000000000
2.8,7.0,2,1,hoan kiem,ha noi,7200000000
2.0,10.0,4,3,hai ba trung,ha noi,2600000000
2.0,10.0,3,4,bac tu liem,ha noi,2650000000
2.0,10.0,6,4,dong da,ha noi,3700000000
2.0,10.0,4,3,ba dinh,ha noi,4200000000
2.0,10.0,3,4,cau giay,ha noi,2850000000
2.0,10.0,3,3,ba dinh,ha noi,1900000000
2.0,10.0,3,3,cau giay,ha noi,3600000000
4.0,5.0,2,1,nha be,tp ho chi minh,1650000000
3.2,6.3,1,1,ba dinh,ha noi,550000000
2.0,10.0,4,4,dong da,ha noi,3200000000
2.0,10.0,3,4,bac tu liem,ha noi,2800000000
4.0,5.0,3,3,nha be,tp ho chi minh,1180000000
2.0,10.0,16,3,dong da,ha noi,9600000000
2.0,10.0,4,3,cau giay,ha noi,4500000000
2.0,10.0,1,2,ha dong,ha noi,1800000000
2.0,10.0,4,4,cau giay,ha noi,3850000000
2.0,10.0,3,4,cau giay,ha noi,3600000000
2.0,10.0,3,3,ba dinh,ha noi,2200000000
2.0,10.0,3,4,ba dinh,ha noi,2220000000
2.0,10.0,3,3,bac tu liem,ha noi,2200000000
2.0,10.0,8,3,cau giay,ha noi,7300000000
4.5,4.5,4,4,dong da,ha noi,5500000000
2.0,10.0,2,2,ba dinh,ha noi,1850000000
2.0,10.0,3,3,ba dinh,ha noi,4700000000
2.0,10.0,3,3,bac tu liem,ha noi,2670000000
2.0,10.0,5,4,cau giay,ha noi,5200000000
2.0,10.0,2,2,ba dinh,ha noi,1800000000
2.0,10.0,3,3,hoang mai,ha noi,2000000000
2.0,10.0,6,4,bac tu liem,ha noi,2750000000
2.0,10.0,3,3,ha dong,ha noi,1250000000
2.0,10.0,3,3,ha dong,ha noi,1680000000
2.0,10.0,4,3,cau giay,ha noi,3300000000
2.0,10.0,3,4,ba dinh,ha noi,3800000000
2.0,10.0,2,2,ba dinh,ha noi,2870000000
2.0,10.0,5,5,cau giay,ha noi,4200000000
2.0,10.0,3,3,ba dinh,ha noi,2250000000
2.0,10.0,3,3,hoan kiem,ha noi,4400000000
4.0,5.0,2,2,tan binh,tp ho chi minh,2800000000
2.0,10.0,3,4,ha dong,ha noi,1750000000
2.0,10.0,4,3,ba dinh,ha noi,2600000000
2.0,10.0,2,3,ba dinh,ha noi,3500000000
46.0,14.5,4,4,le chan,hai phong,4000000000
63.0,11.0,4,3,quan 4,tp ho chi minh,3700000000
12.0,68.0,2,1,buon ma thuot,dak lak,2400000000
12.0,68.0,4,3,di an,binh duong,16000000000
15.0,10.3,2,2,tay ho,ha noi,5100000000
15.0,10.3,4,4,tay ho,ha noi,11300000000
